text,label
Ziff Davis - Commtouch's anti-spam software update halts spam tracking e-mail server sending patterns.,0
PeopleSoft's chief executive accused Oracle spreading misleading information stock sales threatened sue defamation.,0
"United States nothing fear rapidly growing technology markets China India, Bill Gates, chairman chief software architect Microsoft Corp.",0
MSBuild.exe  is a software build platform used by Visual Studio.,1
"Explicit lyrics, parachutes featured new GTA: San Andreas trailer; official site also updated info Las Vegas-style city.",0
consumer concern rfid tags consumers concerned use radio frequency id (rfid) tags shops survey says. half 2 000 people surveyed said privacy worries tags used monitor stock shelves warehouses. consumer groups expressed concern tags could used monitor shoppers left shops purchases. survey showed awareness tags among consumers europe low. survey consumers uk france germany netherlands carried consultancy group capgemini. firm works behalf 30 firms seeking promote growth rfid technology. tags combination computer chip antenna read scanner - item contains unique identification number. half (55%) respondents said either concerned concerned rfid tags would allow businesses track consumers via product purchases. fifty nine percent people said worried rfid tags would allow data used freely third parties. ard jan vetham capgemini principal consultant rfid said survey showed retailers needed inform educate people rfid would become accepted technology. acceptance new technologies always tipping point consumers believe benefits outweigh concerns. right rfid approach ongoing communication consumers industry reach point. said survey also showed people would accept rfid felt technology could mean reduction car theft faster recovery stolen items. tags currently used one tesco distribution centre uk - tags allow rapid inventory bulk items. also use passcard m6 toll midlands uk. mr vetham said majority people surveyed (52%) believed rfid tags could read distance. said misconception based lack awareness technology. least consumer group - consumers supermarket privacy invasion numbering (caspian) - claimed rfid chips could used secretly identify people things carrying wearing. kinds personal belongings including clothes could constantly broadcast messages whereabouts owners warned.,0
Revenge RAT has a plugin for screen capture.,1
Kimsuky has used RDP for direct remote point-and-click access.,1
universe looked little familiar friendlier Tuesday. roll call planets beyond solar system swelled significantly announcement trio newly discovered worlds much,0
"DarkVishnya used Bash Bunny, Raspberry Pi, netbooks or inexpensive laptops to connect to the company’s local network.",1
The backdoor will modify the registry for the Windows Media Player to store its C&C configuration.,1
"Massachusetts Institute Technology developing mobile phones designed learn users #39; daily habits predict users do, reports Register.",0
“Knock” also appears in several strings inside the code of SpeakUp,1
"Launchctl interfaces with launchd, the service management framework for macOS.",1
Carberp has queried the infected system's registry searching for specific registry keys associated with antivirus products.,1
"MSBuild.exe is a signed Microsoft binary, so when it is used this way it can execute arbitrary code and bypass application control defenses that are configured to allow MSBuild.exe execution.",1
"PARIS -- Apple Computer begin shipping new IMac G5 desktop computer worldwide mid-September, company #39;s top marketing executive says.",0
"New device plays back audio video go, sports hefty price tag.",0
Adversaries may use tainted shared content to move laterally.,1
Information about network topologies may also be exposed to adversaries via online or other accessible data sets .,1
SEOUL: South Korea #39;s LG Electronics Inc announced developed world #39;s first mobile handset capable receiving terrestrial digital multimedia broadcasts (DMB).,0
PoetRAT has used a Python tool named Bewmac to record the webcam on compromised hosts.,1
Sandworm Team has conducted research against potential victim websites as part of its operational planning.,1
"Authorities US considering \$250,000 bounty spammers attempt close down. US Federal Trade Commission (FTC) suggested rewards anything \$100,000 \$250,000 information.",0
"Gordon Cooper Jr., one original seven astronauts became space pioneers national celebrities, died Monday home Ventura, Calif.",0
Adversaries may deploy a container into an environment to facilitate execution or evade defenses.,1
Adversaries may search in different online sites depending on what information they seek to gather.,1
"Adversaries may abuse BITS to download, execute, and even clean up after running malicious code.",1
"AP - director hurricane-ravaged Kennedy Space Center refused speculate Tuesday whether damage thwart plans resume shuttle flights next spring, words offered little hope on-time launch.",0
AP - U.S.-European spacecraft Cassini hurtled Tuesday toward closest encounter yet Saturn's giant moon Titan.,0
"InfoWorld - great debate impact Oracle's hostile takeover PeopleSoft big industry analyst organizations weighing in. However, analysis one group's opinion seems overlooked: PeopleSoft users.",0
"Last Thursday, MSN announced official beta launch search engine. Although preview available sandbox site, launch marked official unveiling company #39;s proprietary search technology general public.",0
\\FOAF/LOAF bloom filters lot interesting properties social\network whitelist distribution.\\I think go one level higher though include GPG/OpenPGP key\fingerpring distribution FOAF file simple web-of-trust based key\distribution.\\What used FOAF included PGP key fingerprint(s) identities?\This could mean lot. include PGP key fingerprints within FOAF\file direct friends include bloom filter PGP key\fingerprints entire whitelist (the source FOAF file would course need\to encrypted ).\\Your whitelist would populated social network client\discovered new identit ...\\,0
Microsoft said today plans give customers three days' advance notice monthly security updates help prepare install related software patches.,0
Four film studios expected release movies new HD format last quarter 2005. TOKYO (Reuters) - Toshiba Corp.,0
piero gives rugby perspective bbc sport unveils new analysis tool piero wales v england rugby union match saturday. work picture scene - wales camped england line dying seconds six nations opening match. ball flung winger shane williams crosses score winning try wales. england players incensed - arguing pass forward try stand. past sports fans would left debating validity try days weeks come. bbc sport new tool piero could end discussions minutes. piero named italian painter pioneer perspective piero della francesco creates virtual stadium virtual players tracked almost angle. viewers able see precisely ball thrown giving greater depth growing wealth analysis available sports broadcasts. technology created bbc research development bbc broadcast bbc outside broadcasts. bbc sport first client start using system. order keep audiences growing growing... need work closely people create technology innovation bring sport life said andrew thompson bbc head development new media sports news. want appeal core fans - give analysis detail definitive answers key passages play. piero works taking telemetric data fixed camera positions sending data inside video signal pc render information 3d graphics. cameras using piero better detail possible end data turned 3d models. allows us tell story passage play tracking individual players across field looking tactics said andy townsend bbc broadcast. operator manipulate information provide almost real-time replays incidents well in-depth analysis. virtual camera focus virtually aspect pitch giving viewers insight action camera normally cannot see. piero also provides wealth statistical detail - length kicks length run individual player height lift lineout. mr townsend said sports performance companies already showing interest technology. bbc broadcast hopes technology sold third parties interested using number different ways - sport broadcasting entertainment game shows.,0
Three-year project back programmers' effort build Linux software support high-speed networking technology.,0
"MicroStrategy Inc. said yesterday president chief financial officer Eric F. Brown resigned founder Michael J. Saylor would hold company's top three jobs, prompting analysts raise concerns company's stock.",0
"bid expand customer base database software, Sybase Inc. released Tuesday free, limited version software deployment Linux systems.",0
Industry group offer free program help users find eliminate illegal files.,0
"Users will expect to see files related to the applications they commonly used to do work, so they are a useful target for exploit research and development because of their high utility.",1
Ragnar Locker can delete volume shadow copies using vssadmin delete shadows /all /quiet.,1
"Microsoft chief executive Steve Ballmer says software giant listening customers, wants make company employees accountable delivering plans.",0
Ryuk has used vssadmin Delete Shadows /all /quiet to to delete volume shadow copies and vssadmin resize shadowstorage to force deletion of shadow copies created by third-party applications.,1
"Vulnerable groups elderly helped buy digital TV equipment, report says.",0
"Washington: NASA Administrator Sean #39;Keefe resigned, spending three turbulent years helm US space agency saw crash Columbia space shuttle, painful probe disaster severe austerity measures.",0
Leviathan has used protocol tunneling to further conceal C2 communications and infrastructure.,1
"Adversaries may use commands such as gpresult or various publicly available PowerShell functions, such as Get-DomainGPO and Get-DomainGPOLocalGroup, to gather information on Group Policy settings.",1
Rifdoor has the ability to identify the Windows version on the compromised host.,1
AP - Sony Corp. Tuesday showed smaller book-size PlayStation 2 going sale worldwide next month help Japanese electronics entertainment giant cut costs video-game consoles continue drop price.,0
Turla surveys a system upon check-in to discover Group Policy details using the gpresult command.,1
"Adversaries may gather this information in various ways, such as direct collection actions via Active Scanning  or Phishing for Information.",1
portable playstation ready go sony playstation portable (psp) go sale japan 12 december. long-awaited handheld game playing gadget cost 19 800 yen (145 euros) hits shelves. launch 21 games available psp including need speed ridge racer metal gear acid vampire chronicle. sony yet announced psp available europe us analysts expect debut territories early 2005. fifa 2005 back top uk games charts week losing rival pro evolution soccer 4. konami pro evo dropped one place two new entry top 10 another football title lma manager 2005 number seven. tony hawk underground 2 held three star wars battlefront inched four places four. good news disney spin-off shark tale film moving charts number eight. fans gran turismo series europe going wait next year latest version. sony said pal version gt4 ready christmas. product localised 13 different languages across pal territories therefore process takes considerably longer japan said. gran turismo 4 playstation 2 still expected released japan usa year. halo 2 broken video game records pre-orders 1.5 million us alone. 6 500 us stores plan open midnight tuesday 9 november game release. halo 2 projected bring revenue day one box office blockbuster movie united states said xbox peter moore. even heard rumours fan anticipation halo 2 flu 9 november.,0
"Password policies can be set and discovered on Windows, Linux, and macOS systems via various command shell utilities such as net accounts , Get-ADDefaultDomainPasswordPolicy, chage -l <username>, cat /etc/pam.d/common-password, and pwpolicy getaccountpolicies  .",1
Cuba can check if Russian language is installed on the infected machine by using the function GetKeyboardLayoutList.,1
"Adversaries may take advantage of security vulnerabilities and inherent functionality in browser software to change content, modify user-behaviors, and intercept information as part of various browser session hijacking techniques.",1
"Advanced Micro Devices Inc. use Chartered Semiconductor Manufacturing Ltd.'s manufacturing services produce AMD's Opteron Athlon 64 processors starting 2006, adding production capacity company starts building chips second Dresden, Germany, plant, companies said Monday.",0
"Andariel has used watering hole attacks, often with zero-day exploits, to gain initial access to victims within a specific IP range.",1
"Ramsay can use Windows API functions such as WriteFile, CloseHandle, and GetCurrentHwProfile during its collection and file storage operations.",1
"17-3 Function names To target specific victims, Astaroth is locale aware; any attempts to run the malware without locale spoofing will result in failed downloads and the inability to run the .dll files",1
Adversaries may send spearphishing messages with a malicious link to elicit sensitive information that can be used during targeting.,1
"E-voting machine problems caused 4,500 votes lost one North Carolina county Tuesday's general election, gave U.S. President George Bush 3,800 extra votes Ohio, according Associated Press.",0
This technique bypasses Windows file access controls as well as file system monitoring tools.,1
musicians upbeat net musicians embracing internet way reaching new fans selling music survey found. study us researchers pew internet suggests musicians agree tactics adopted music industry file-sharing. considered file-sharing illegal many disagreed lawsuits launched downloaders. even successful artists think lawsuits benefit musicians said report author mary madden. part study pew internet conducted online survey 2 755 musicians songwriters music publishers via musician membership organisations march april 2004. ranged full-time successful musicians artists struggling make living music. looked independent musicians rather rockstars industry reflects accurately state music industry ms madden told bbc news website. always hear views successful artists like britneys world less successful artists rarely get represented. survey found musicians overwhelming positive internet rather seeing threat livelihood. almost used net ideas inspiration nine 10 going online promote advertise post music web. 80% offered free samples online two-thirds sold music via net. independent musicians particular saw internet way get around need land record contract reach fans directly. musicians embracing internet enthusiastically said ms madden. using internet gain inspiration sell online tracking royalties learning copyright. perhaps surprisingly opinions online file-sharing diverse clear cut record industry. recording industry association america (riaa) pursued aggressive campaign courts sue people suspected sharing copyrighted music. report suggests campaign wholehearted backing musicians us. found artists saw file-sharing good bad though agreed illegal. free downloading killed opportunities new bands break without major funding backing said one musician quoted report. hard keep making records pay sales. however 60% said think lawsuits song swappers would benefit musicians songwriters. many suggested rather fighting file-sharing music industry needed recognise changes brought embrace it. successful struggling musicians likely say internet made possible make money music rather make harder protect material piracy said ms madden.,0
Microsoft Corp. last week released preview version new Internet search engine. available final form early next year.,0
The MIB is a configuration repository that stores variable information accessible via SNMP in the form of object identifiers .,1
ancient art sailing gets space-age update next year launch first sunlight-propelled quot;solar sail quot; spacecraft.,0
Microsoft Corp. Friday said together Dell Inc. provide Air Force software related support services simplify acquisition process agreement worth \$500 million six years.,0
This allows the adversary to gain information without making any API requests.,1
APT32 modified Windows Services to ensure PowerShell scripts were loaded on the system.,1
"Adversaries may buy, lease, or rent infrastructure that can be used during targeting.",1
britons fed net service survey conducted pc pro magazine revealed many britons unhappy internet service. fed slow speeds high prices level customer service receive. 17% readers switched suppliers 16% considering changing near future. particularly bad news bt uk biggest internet supplier almost three times many people trying leave joining. third 2 000 broadband users interviewed fed current providers could tip iceberg thinks tim danton editor pc pro magazine. expect figures leap 2005. every month prices drop people trying switch said. survey found bt tiscali actively dissuading customers leaving offering lower price phone cancel subscription. readers offered price drop 25p expensive offered alternative operator making hardly worth swapping. found tied 12-month contracts. broadband become hugely competitive providers desperate hold customers. 12% surveyed found unable swap all. discovered huge variety problems one biggest issues current supplier withholding information people need give new supplier said tim danton editor pc pro. breaks code practice code voluntary nothing ofcom help said. vast choice internet service providers uk often bewildering array broadband packages. prices set drop even coming months mr danton advises everyone shop around carefully. stick current connection every chance ripped warned.,0
This behavior is distinct from Data Destruction because sections of the disk are erased instead of individual files.,1
BLINDINGCAN has been delivered by phishing emails containing malicious Microsoft Office documents.,1
santy worm makes unwelcome visit thousands website bulletin boards defaced virus used google spread across net. santy worm first appeared 20 december within 24 hours successfully hit 40 000 websites. malicious program exploits vulnerability widely used phpbb software. santy spread stopped google began blocking infected sites searching new victims. worm replaces chat forums webpage announcing site defaced malicious program. soon infected sites hit worm started randomly searching websites running vulnerable phpbb software. google started blocking search queries rate infection tailed sharply. message sent finnish security firm f-secure google security team said: seven hour response something like outrageous think better. reviewing procedures improve response time future similar problems google team said. security firms estimate 1m websites run discussion groups forums open source phpbb program. worst attack seems search conducted morning 22 december produced 1 440 hits sites showing text used defacement message. people using sites hit santy affected worm. santy first malicious program use google help spread. july variant mydoom virus slowed searches google program flooded search site queries looking new e-mail addresses send to.,0
"AP - Pale Male city hawk evicted nest, flap already begun.",0
* Modify System Image may provide adversaries with hooks into the operating system of network devices to read raw keystrokes for login sessions.,1
"Novell Inc. completed conversion Linux launching attack Microsoft Corp., claiming company stifled software innovation market abandon Microsoft Windows point future.",0
"(WebMD) Eating diet rich soy taking soy supplements probably #39;t harm woman #39;s fertility, according new study.",0
"InvisiMole can check for artifacts of VirtualBox, Virtual PC and VMware environment, and terminate itself if they are detected.",1
State local governments barred taxing connections link people Internet next three years legislation signed Friday President Bush.,0
Scientists tap everything gas-sniffing devices GPS systems better forecast mountain stir. Brad Knickerbocker Staff writer Christian Science Monitor.,0
SAN ANTONIO - Forget PlayStation 2 - Texas entrepreneur wants kick computer gaming next level offering players chance real-live killing via mouse modem.,0
"For example, the following is a list of example information that may hold potential value to an adversary and may also be found on SharePoint:
* Policies, procedures, and standards
* Physical / logical network diagrams
* System architecture diagrams
* Technical system documentation
* Testing / development credentials
* Work / project schedules
* Source code snippets
* Links to network shares and other internal resources
 APT28 has collected information from Microsoft SharePoint services within target networks.",1
Patchwork has created self-signed certificates from fictitious and spoofed legitimate software companies that were later used to sign malware.,1
"In this scenario, adversaries send messages through various social media services, personal webmail, and other non-enterprise controlled services.",1
"SAN FRANCISCO - Intel Corp. cut prices computer chips much 35 percent, though analysts Monday said cuts probably unrelated swelling inventories world #39;s largest chip maker.",0
StrongPity has used HTTPS over port 1402 in C2 communication.,1
gadget show heralds mp3 season partners love hi-tech gear may want get presents early experts predict gadget shortage christmas. apple ipod topping wish lists may enough ipod minis go round predicts oliver irish editor gadget magazine stuff. ipod mini likely year tracey island said mr irish. stuff compiled list top 10 gadgets 2004 ipod number one. anyone bewildered choice gadgets market stuff hi-fi hosting best-of gadget show london weekend. star show sony qrio robot all-singing all-dancing football-playing man-machine even hold intelligent conversations. sale sony commercial plans robot. greet visitors flying japan. probably airplane seat highly sony prize said mr irish. also display virtual keyboard projects onto flat surface. event play host large collection digital music players companies creative sony philips well ubiquitously fashionable ipod apple. suggestions could gaming wireless christmas unlikely come true mp3 players remain popular stocking filler said mr irish. demand huge apple promised supply enough people might struggle get hands ipod minis said mr irish. like gadgets multi-talented gizmondo powerful gaming console gps gprs also doubles mp3 player movie player camera could must-have. impressive much well said mr irish. christmas gadgets all-male preserve. women getting gadgets husbands boyfriends well buying said mr irish. gadgets nowadays lifestyle products rather geeks.,0
"SEPTEMBER 13, 2004 (IDG NEWS SERVICE) - Symantec Corp. fishing dollars new service designed help companies combat ongoing epidemic online identity theft, quot;phishing, quot; scams.",0
"This location data gives the attacker a unique edge, as they can specify a target country or city to attack and maximize their accuracy when choosing a particular target.    The .txt file contains information about the C2 domain and infected machine, as detected in a Cybereason Lab environment",1
"Already search tool popular name become verb, Google quietly adding important features background since became public company.",0
Encryption can be used to protect transmitted network traffic to maintain its confidentiality  and integrity .,1
"Lycos made headlines past several days distributing screensaver designed swamp sites deemed responsible spam traffic, effect giving spammers, least companies bankroll them, taste",0
"For example, adversaries may attempt to brute force access to Valid Accounts within a victim environment leveraging knowledge gathered from other post-compromise behaviors such as OS Credential Dumping, Account Discovery, or Password Policy Discovery.",1
"PalmSource #39;s latest iteration Palm OS operating system, code named Cobalt, expected available consumer mobile phone devices first half 2005.",0
An example commonly-used sequence is Microsoft's Authorization Code Grant flow.,1
Reuters - Hurricane Frances battered the\southeastern Bahamas islands 140 mph winds Wednesday as\it roared toward United States put millions people\on alert along Florida's heavily populated east coast.,0
"car died tomorrow, I'd lot less angst picking successor would TV conked out. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Rob Pegoraro&lt;/B&gt;&lt;/FONT&gt;",0
Adversaries may also seek and target CDN misconfigurations that leak sensitive information not intended to be hosted and/or do not have the same protection mechanisms  as the content hosted on the organization’s website.,1
"Today #39;s new word, dictionary freaks, quot;spim quot;. Spam IM (Instant Messaging) = Spim. IM Spam. many IM companies bane existence requiring increasingly aggressive filtering block list capabilities.",0
Diplomats number islands South Pacific reported pressing Government reverse decision block phone calls made islands.,0
The data contained in disk structures may include the initial executable code for loading an operating system or the location of the file system partitions on disk.,1
Adversaries may search and gather information about victims from closed sources that can be used during targeting.,1
"Around 40 UK still without internet access home 2025, warns study telecoms giant BT.",0
"OCTOBER 07, 2004 (IDG NEWS SERVICE) - Computer Associates International Inc. introduced usage-based pricing licensing option mainframe management products today, aligning offerings IBM #39;s on-demand model.",0
"Department Dualing Rhetoric: story regarding launch two new IBM pSeries servers, News.com #39;s Stephen Shankland quotes IBM Unix vice president Karl Freund saying quot;Our goal beat Sun perhaps become No.",0
One common purpose for Resource Hijacking is to validate transactions of cryptocurrency networks and earn virtual currency.,1
"For example, adversaries may perform SSH tunneling , which involves forwarding arbitrary data over an encrypted SSH tunnel.",1
"NASA #39;s Hubble Space Telescope (HST) captured alignment three Jupiter #39;s largest moons: Io, Ganymede, Callisto.",0
"WASHINGTON: US space agency NASA put resumption space shuttle flights March least May, agency said.",0
"Microsoft may seek become distributed company eyes future large acquisitions, CFO John Connors said yesterday.",0
"DECEMBER 02, 2004 (IDG NEWS SERVICE) - Lycos Europe NV caught tit-for-tat struggle spammers days releasing free screen saver program uses computer downtime swamp Web sites associated spam campaigns.",0
overwrite or delete MBR in same sentence ,1
xbox 2 may unveiled summer details next generation microsoft xbox games console - codenamed xenon - likely unveiled may according reports. widely expected gamers would get sneak preview xbox successor game developers conference (gdc) march. microsoft spokeswoman confirmed would gdc. sony microsoft nintendo expected release powerful machines next 18 months. next xbox console expected go sale end year details released. thought machine may unveiled electronic entertainment expo (e3) los angeles takes place may according reuters news agency report. e3 concentrates showing latest gaming publishers marketers retailers. gdc aimed game developers. microsoft chief bill gates used gdc event unveil original xbox five years ago. since launch microsoft sold 19.9 million units worldwide. consumer electronics show earlier year little mention next generation gaming machine. keynote speech mr gates referred playing essential part vision digital lifestyle. battle rival consoles win gamers hearts thumbs extremely hard-fought. sony traditionally dominated console market playstation 2. earlier year microsoft said reached european milestone selling five million consoles since european launch march 2002. hit games like halo 2 released november helped buoy sales figures. gamers looking forward next generation machines much processing graphical power. also likely pack features technologies make central entertainment communications hubs. although details playstation 3 xenon nintendo so-called revolution yet finalised developers already working titles. rory armes studio general manager games giant electronic arts (ea) europe recently told bbc news website interview ea beginning get sense capabilities new machines. microsoft delivered development kits ea said company still waiting sony nintendo kits. added playstation 3 rumoured little hood [than xbox 2] .,0
"temperatures Arctic rising twice rate elsewhere, ice cover within next 100 years completely disappear summer biodiversity change dramatically, according scientific study published week.",0
Chaes has used a script that extracts the web session cookie and sends it to the C2 server.,1
load additional modules,1
"heady days, were, back 1999. bull market still roaring. #39;t yet heard hanging dimpled chads.",0
"Adversaries may use the information from System Service Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.",1
Adversaries may tunnel network communications to and from a victim system within a separate protocol to avoid detection/network filtering and/or enable access to otherwise unreachable systems.,1
supernova spotted Danish astronomer Tycho Brahe four centuries ago - changed course human knowledge - yielded discovery: companion star triggered great event.,0
SAN FRANCISCO--Windows makes easy quickly download files iPods portable storage devices--a little easy minds many managers.,0
"yty gathers the computer name, the serial number of the main disk volume, CPU information, Microsoft Windows version, and runs the command systeminfo.",1
Kimsuky has used links in e-mail to steal account information.,1
"red jungle fowl seen undated handout photo. Researchers assembled genome sequence Red Jungle Fowl, ancestor domestic chickens.",0
Siloscape can send kubectl commands to victim clusters through an IRC channel and can run kubectl locally to spread once within a victim cluster.,1
"SAN JOSE, Calif.Cisco Systems Inc. said agreed acquire P-Cube \$200 million stock cash enable service providers control manage advanced Internet Protocol services",0
"This targeting of third party organizations to attack further targets is a risky move on the attackers’ part, as it potentially reveals their activity within the compromised third party organizations to the new target (those receiving the malicious documents  Making sense of MuddyWater When we looked at the cluster of activity which consisted of what appeared to be espionage-focused attacks in the Middle East, we were somewhat confused as the previous public reporting had attributed these attacks to FIN7",1
"Similar to File and Directory Discovery on a local host, after identifying available storage services  Cloud Infrastructure Discovery adversaries may access the contents/objects stored in cloud infrastructure.",1
"Each implant was given a ""junk length"" value when created, tracked by the controller software to allow seamless communication but prevent analysis of the command protocol on the wire.",1
"Apple Computer confirmed Thursday plans open two additional Apple retail stores United Kingdom 2005 - one Birmingham, northwest",0
An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds.,1
Information about host firmware may only be exposed to adversaries via online or other accessible data sets .,1
"SAN FRANCISCO - bid expand services business, Symantec Corp. next week plans start selling security intelligence data add-on Managed Security Services.&lt;p&gt;ADVERTISEMENT&lt;/p&gt;&lt;p&gt;&lt;img src=""http://ad.doubleclick.net/ad/idg.us.ifw.general/sbcspotrssfeed;sz=1x1;ord=200301151450?"" width=""1"" height=""1"" border=""0""/&gt;&lt;a href=""http://ad.doubleclick.net/clk;11714255;9651165;g?http://infoworld.com/spotlights/sbc/main.html?lpid0101035400730403idlp""&gt;SBC Datacomm White Paper&lt;/a&gt;&lt;br/&gt;Find Crate Barrel expects save \$180,000 moving VoIP, compared traditional PBX.&lt;/p&gt;",0
"NEW YORK (Reuters) - Price declines U.S. consumer electronics accelerated August, fueled discounted price cuts popular iPod digital music player traditional DVD players, according industry study prepared Reuters.",0
"IBM said Tuesday acquired pair Danish services firms part effort broaden presence Scandinavia. result moves, IBM add 3,700 staffers global head count. Financial terms ...",0
Emotet has been observed injecting in to Explorer.exe and other processes.,1
"earliest editions Shakespeare #39;s plays provide fascinating insight playwright reworked masterpieces time, now, due age",0
virus poses christmas e-mail security firms warning windows virus disguising electronic christmas card. zafi.d virus translates christmas greeting subject line language person receiving infected e-mail. anti-virus firms speculate multilingual ability helping malicious program spread widely online. anti-virus firm sophos said 10% e-mail currently net infected zafi virus. like many windows viruses zafi-d plunders microsoft outlook e-mail addresses uses mail-sending software despatch across web new victims. infected users must open attachment travelling message bears code malicious bug. attachment e-mail poses electronic christmas card anyone opening simply get crude image two smiley faces. virus subject line says merry christmas translates one 15 languages depending final suffix e-mail address infected message sent to. message body e-mail reads: happy holidays translated. infected machines virus tries disable anti-virus firewall software opens backdoor pc hand control writer virus. virus thought spread widely south america italy spain bulgaria hungary. original zafi virus appeared april year. seen hoaxes several christmases already personally prefer traditional pen paper cards recommend clients said mikko hypponen heads f-secure anti-virus team.,0
"Acer America Corp. Monday introduced notebook based 64-bit mobile processor Advanced Micro Devices Inc. Ferrari 3400, runs Mobile AMD Athlon 64 thin",0
"Adversaries may create, acquire, or steal code signing materials to sign their malware or tools.",1
Honeybee performs data exfiltration is accomplished through the following command-line command: from <COMPUTER-NAME> .txt.,1
"Adversaries may use an existing, legitimate external Web service to host information that points to additional command and control  infrastructure.",1
"&lt;p&gt;\&lt;/p&gt;&lt;p&gt; NEW YORK (Reuters) - No. 1 U.S. defense contractor Lockheed\Martin Corp. &lt;LMT.N&gt; reported 41 percent rise quarterly\profit Tuesday, beating Wall Street forecasts, demand\soared combat aircraft information technology\services.&lt;/p&gt;",0
BITS upload functionalities can also be used to perform Exfiltration Over Alternative Protocol.,1
"Adversaries may manipulate the configuration on the network device specifying use of a malicious TFTP server, which may be used in conjunction with Modify System Image to load a modified image on device startup or reset.",1
XCSSET adds malicious code to a host's Xcode projects by enumerating CocoaPods target_integrator.rb files under the /Library/Ruby/Gems folder or enumerates all .xcodeproj folders under a given directory.,1
"Security controls can include enforcement mechanisms to ensure that only valid, signed code can be run on an operating system.",1
future world #39;s large wild mammals threatened pressures similar caused extinction two-thirds species end recent Ice Age.,0
"Plus: 80, fractal discoverer Benoit Mandelbrot says much math work left do. News.com Extra",0
"leading researcher marine mammal acoustics, William A. Watkins created database thousands underwater calls 70 species.",0
"Additionally, some cryptocurrency mining malware kills off processes for competing malware to ensure it’s not competing for resources.",1
InvisiMole can capture keystrokes on a compromised host.,1
chmod ,1
Home theater company help users digitally convert audio CDs store songs DVD player.,0
"Tiger Telematics acquired Integra SP, UK company produces software allowing real-time streaming data applications handheld devices.",0
"Musician Brian Eno, turning ideas visionary music decades, looking create software write song lyrics.",0
company board member testifies trial sale would possible Oracle ups offer.,0
cable offers video-on-demand cable firms ntl telewest launched video-on-demand services battle satellite cable tv heats up. movies sony pictures walt disney touchstone miramax columbia buena vista among offer. service similar sky plus users pause fast forward rewind content cannot store programmes set top box - yet. could sound death knell tv channels telewest predicts. allows us demonstrate clear competitive advantage sky first time many years said telewest chief executive eric tveter. video-on-demand offer deeper range content currently exists tv. less compromising around tv schedule less popular channels may go wayside said philip snalune director products telewest. telewest customers bristol ntl viewers glasgow first test new service sees raft movies offer 24 hour rental. year service extended cable regions. films range price £1 £2 archived movies £3.50 current releases. new releases initially offer include 50 first dates kill bill: volume 2 gothika station agent. addition ntl offering children programmes adult content music video concerts. telewest launch similar services later year. ntl also offering viewers chance catch programmes missed. pick week service offer selection bbc programmes previous seven days eastenders casualty top gear antiques roadshow. bbc trialling similar service offering broadband users chance watch programmes already broadcast pc. telewest beginning £20m investment tv-on-demand also see launch personal video recorder (pvr). pvr big success sky gives customers control programmes. satellite customers without pvr cannot pause rewind fast forward programmes. services offer telewest mr tveter confident cable firm dent viewing figures terrestrial tv also gain huge competitive advantage sky. offer best worlds households interest video-on-demand pvr said. video rental stores may also watch back. video-on-demand better video-store living room convenient said. ntl said ruled possibility offering pvr moment concentrating video-on-demand. pvr recording mechanism whereas offering truly demand said spokesman company. video-on-demand added advantage requiring separate set-top box extra remote controls added. adam thomas analyst research firm informa media believes time ripe video-on-demand flourish. sky remain dominant force uk pay tv time come ntl telewest seem well placed successfully ride second wave vod enthusiasm marketed correctly could help eat sky lead said.,0
"Sony Japan released new Clie Japanese market only. Clie PEG-VZ90 Palm OS multimedia Clie handheld, features large OLED screen, slider hidden buttons, plentiful memory WiFi.",0
"Cue music: Microsoft officially thrown headphones ring contest bring legal music downloads masses. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;",0
Often this location is the current working directory of the program.,1
"Tech companies waiting big resurgence spending computer hardware, software, networks staff better plan wait four years, Forrester Research projected yesterday.",0
UBoatRAT can list running processes on the system.,1
"The adversary may reply with their MAC address, thus deceiving the victim by making them believe that they are communicating with the intended networked device.",1
Adversaries may use port knocking to hide open ports used for persistence or command and control.,1
"new generation smaller, sleeker cheaper MP3 players likes Sony, Rio, Creative Rave MP hitting market fall, Apple Computer #39;s white-hot digital music player sights.",0
